,0
245,"Explore new destinations with our amazing travel deals. Start planning your next adventure today!

Click here to Av… https://t.co/TJdzGhEsCx"
246,@Zoomcar_India @Zoomcar_India select another car is disabled for us https://t.co/d9mvXH2w8p
247,@Zoomcar_India This is the trip end odometer picture. After this car was towed by relevant department and I was una… https://t.co/XweRE3J2KZ
248,"@Zoomcar_India
I have cancelled a trip on 13th april and haven't received any refund. Your customer support team is… https://t.co/CxQmdGZ4vO"
249,@Zoomcar_India Unable to select another car from that dropdown. Can you arrange a callback asap @Zoomcar_India
250,@SoumavP We are sorry for the inconvenience caused. We have made your booking as no car. Request you to please choo… https://t.co/ilxqi2Rf4u
251,@Zoomcar_India No resolution
252,@SoumavP We apologize for the inconvenience this has caused. Please give us some time to check and get back to you as soon as possible.
253,"@Zoomcar_India  can you look into the booking JPSNCYZJ5 ! You messed up our entire long weekend, most pathetic plat… https://t.co/r4zL7A8lG2"
254,@Zoomcar_India kindly look into this matter. My car is unavailable and alternate car is not available. Booking Id:… https://t.co/E5swmxZlOg
255,"@harshu223 Hello Harsh, We are sorry for the inconvenience you have been going through. Request you to please share… https://t.co/6sd8njg22K"
256,@aatishwasekar We apologize for the delay. Please be assured that the issue has been escalated and that the team wi… https://t.co/ppD5bVDhun
257,"@Zoomcar_India Thanks for reaching out. As discussed on call, I would like to have a refund rather than selecting a… https://t.co/496HIceOSB"
258,@Zoomcar_India BOOKING ID-  JPSNCPMG8
259,@Zoomcar_India Now I have to pick the car at a distance of 14 km from my house…are you going to pay for my extra petrol expense?
260,"@neerajsoni87 Hello Neeraj, We apologize for the inconvenience. Your reservation has been made as ""no car."" I kindl… https://t.co/DNoS01cELE"
261,"@sumitksc1 We regret the inconvenience caused to you. In order to assist you further, we would require your booking… https://t.co/NQ1tJxvJhz"
262,"@ubarbde We regret the inconvenience caused to you. In order to assist you further, we would require your booking I… https://t.co/VCP5zCbhYz"
263,"@Zoomcar_India Hi, @Zoomcar_India my booking id- JPSNCYHLC. please resolve this and let me know if you need any more details"
264,"@Zoomcar_India there is no contact details to connect with you, i have booked a car and the host has cancelled the… https://t.co/ejcZKWRoZF"
265,@AdhauPurva We apologize for the inconvenience this has caused. Please give us some time to check and get back to you as soon as possible.
266,@Zoomcar_India Already requested details shared with Tushar on help@zoomcar.com on 26th April. Check and process re… https://t.co/zWJ2GRDpNY
267,@Zoomcar_India What the hell is this? You cancelled my ride on time while owner told me it’s still listed? https://t.co/tU8wyjsuqR
268,@Zoomcar_India Waiting for same
269,@Zoomcar_India Any update?
270,@Zoomcar_India I didn t received any of the information regarding my vehicle it is about 1 month i didn t received… https://t.co/v90Ob1AKIa
271,"Consumer is saying, #Zoomcar is not returning his car, consumer complaint filed against #ZoomcarHost… https://t.co/zG7OcZdHpG"
272,@Zoomcar_India  you are a fraud and cheater @morang
273,"@aatishwasekar And the bill should contain the GST number or name, seal, and signature of the service center and th… https://t.co/idsesD4PzL"
274,"@aatishwasekar Hello Atish, We would like to inform you to share with us the uploaded valid bills with the seal and… https://t.co/YTyxD3Tc8M"
275,@aatishwasekar We apologize for the inconvenience this has caused. Please give us some time to check and get back t… https://t.co/j7Ss6gtNLg
276,@Zoomcar_India I think Legal is the best option @Zoomcar_India
277,"@MdnAnkita We regret the inconvenience caused to you. In order to assist you further, we would require your booking… https://t.co/jfdrO5HRob"
278,"@Zoomcar_India 

I have refund of rs.3000 pending on my booking reference JPSNC1XH3.  All bills snaps and videos al… https://t.co/mWnWfEDbaC"
279,@Zoomcar_India Thanks for the quick response it's been done.
280,"@Saurabh09702147 We apologize for the significant delay in responding to your concern on our part, but please rest… https://t.co/6TyrUrttyc"
281,"I had uploaded all the toll receipts which were worth more than 1000 bucks however, I haven't got complete refund n… https://t.co/xhXszoeOmW"
282,"Dear @Zoomcar_India, when you claim that you will refund the toll/fastag expenses after uploading the receipts, the… https://t.co/2zMefuH7jX"
283,"@jayskapoor We have escalated the issue to our concerned team. Rest assured, our team will reach out to you shortly."
284,"@Zoomcar_India jayesh.kapoor@gmail.com, Pls have a look as I need to plan my travel."
285,"@atulpahuja We apologize for the delay in responding, kindly allow us some time while we investigate and get back to you with an update."
286,@jayskapoor We are sorry to know about the issue with the profile verification. Please share your registered email… https://t.co/AIsL9HtINf
287,"@Zoomcar_India Hello Team, It's been more than a week and I had updated my profile on your app, but my account has… https://t.co/tNkqLOq38e"
288,"@Zoomcar_India
Profile verification taking more than a week. Can you please speed up the process. Need to book a car ASAP"
289,"@tejasv_kochar We regret the inconvenience caused to you. In order to assist you further, we would require your boo… https://t.co/WxXSPObfR0"
290,@Zoomcar_India I haven’t seen worse customer care services for any of the online service providers. After numerous… https://t.co/Bq28vt6zUN
291,@neerajsoni87 We apologize for the inconvenience this has caused. Please give us some time to check and get back to you as soon as possible.
292,"@abhijeeta32 Hello Abhijeet, We are sorry for the delay here. As we check with the team the vehicle was at the loca… https://t.co/GCfBvu9VqD"
293,"@Zoomcar_India Hey, I booked a car on 28/Apr/2023 but car owner declined to give the car. Details mentioned in the… https://t.co/hbIA6I5yuR"
294,@Zoomcar_India It’s been more than a week. How pathetic the services are!
295,"@RahulGarg9899 Hello Rahul, We are sorry for the delay here. As we check the team has already reverted back with the details of the garage."
296,"@VikashK90814695 We regret the inconvenience caused to you. In order to assist you further, we would require your t… https://t.co/GbKFL3tUV2"
297,@Zoomcar_India  its been 2 months nearly. Car repair is not even started no downtime either. All hosts remember you… https://t.co/Rg5sLjT9t4
298,@abhijeeta32 We apologize for the inconvenience this has caused. Please give us some time to check and get back to you as soon as possible.
299,"@AnkitPa91995107 Hello Ankit, We apologize for the inconvenience. The charges that have been applied are valid acco… https://t.co/1gsPhsJw03"
300,@Zoomcar_India I want to cancel my car as a host. Please help with the process.
301,@Zoomcar_India @Zoomcar_India  Thank you for resolving the issue
302,"@Zoomcar_India i am waiting from last 4 months but still I didn’t get any resolution. Provide me solution , my car is converting in salvage."
303,@Zoomcar_India @nirmal_nr @ZoomcarBLR @ZoomcarHYD 48hours gone past and I still don’t have any update! This is how… https://t.co/mDhpafA44A
304,"@Zoomcar_India JPSNC8LBT
Lock the vehicle from your side or contact the host, couldn't lock the car thru app because of lots of issues"
305,"@AnandiniSood We regret the inconvenience caused to you. In order to assist you further, we would require your book… https://t.co/fa7D9N9lEg"
306,"@2muchdemo We regret the inconvenience caused to you. In order to assist you further, we would require your booking… https://t.co/BQSXHsOevH"
307,"@kumarar2015 We apologize for the delay here. Unfortunately, it is taking longer than expected to resolve your quer… https://t.co/XEJHkn2UIF"
308,@kumarar2015 We apologize for the inconvenience this has caused. Please give us some time to check and get back to you as soon as possible.
309,"@AnandiniSood @Sentinel2317 We regret the inconvenience caused to you. In order to assist you further, we would req… https://t.co/ZmJygflan1"
310,@Zoomcar_India What’s the update? Do you guys have the basic courtesy to arrange for a call with me? That’s the lea… https://t.co/zLclRRwfws
311,@Zoomcar_India How much more time will you take @Zoomcar_India @morang
312,"@Zoomcar_India @morang Hi, 

I want to follow back on my issue. My car got damaged in last booking with the id JPSN… https://t.co/nkahYFAQG3"
313,"@Zoomcar_India Hi @Zoomcar_India ,
Again there is no response from your end.
Its high time that you need to take th… https://t.co/0HfdK6wnGc"
314,@Zoomcar_India @Zoomcar_India please remove my DL from this account as i have no association with it..
315,"@Zoomcar_India , what a worst service you have given to our lawyer frnd, either compensate her or bear the legal ch… https://t.co/QcR2ALv5oI"
316,@Zoomcar_India Can you arrange for a callback. I see that you are taking way too much time even after acknowledging here.
317,"@Zoomcar_India worst customer service ever, canceled trip without notice, still shows booking in progress on app, c… https://t.co/fBSMh7YBbW"
318,@Zoomcar_India There is no responce  from ur team https://t.co/zKihMVbFIl
319,"@Zoomcar_India @ZoomcarHYD
it is hilarious that your customer care support number says contact through app help and… https://t.co/w6dpUwQB6F"
320,"@ZoomcarHYD @Zoomcar_India 
Could you please let me know, why I should pay refueling charges, While I have dropped… https://t.co/yUeA7hGVKg"
321,"@Zoomcar_India : A HUB OF FRAUD, HOAX, MISREPRESENTATION AND HARASSMENT!!! BOOKED SELF CAR FOR FIRST FAMILY TRIP.… https://t.co/RfcWGVZTzG"
322,@satan_suyash @Zoomcar_India What is this behavior 🤣🤣🤣 https://t.co/MYY8auM5sG
323,@SumanDevarakon3 We kindly request you to kindly review the same from your end and revert us back with the requeste… https://t.co/2sCd4ryUlv
324,@SumanDevarakon3 We kindly request you to kindly review the same from your end and revert us back with the requeste… https://t.co/M91Qg0vPsK
325,@SumanDevarakon3 We kindly request you to kindly review the same from your end and revert us back with the requeste… https://t.co/fPBq78fLNK
326,"Hello @Zoomcar_India 

You guys have the worst customer service experience possible, I have booked an car(booking i… https://t.co/ABXx4eR1ig"
327,@Zoomcar_India why is the app continuously showing an error https://t.co/cMt6A0G9Dn
328,@Zoomcar_India Can you please call me to discuss the issue as i could clearly see no resolution has been given from your end @Zoomcar_India
329,"@Zoomcar_India Booking ID - JPSNCYUK3, not sure if I can share this publicly here. Sharing here as I have no other option."
330,@TanujitH We are sorry for the trouble caused. We have initiated the Fastag refund to the source account and the sa… https://t.co/Slmdp4mNCx
331,"@Zoomcar_India Do you have any logical response? Why?
Where is the chat history?
Why didn't zoomcar respond to call… https://t.co/cny6XLeSbs"
332,You own the chat data. Can't you access the chat? Do you have the courtesy to call and ask? Why there was no respon… https://t.co/UghjbS6oAz
333,@Zoomcar_India Ticket I'd is 1716519
334,@Zoomcar_India I've uploaded all the bills for my toll charges against my booking ID #JPSNC1856 but have still not… https://t.co/JSsvVdxSmH
335,"@Zoomcar_India JPSNCY07F

I have uploaded bills 3 times to your chat bot and uploaded the bills outside the chatbot… https://t.co/Lk9WE1cr1r"
336,"@twodee23 We are sorry for the inconvenience caused. Request you to kindly share your booking ID, we will have a check on the issue."
337,@Zoomcar_India We had booked a car last saturday and we had to pay tolls worth 2.4k+ and there is no response from… https://t.co/PnEWC9BW7a
